RELLAKE_WBID,RELLAKE,TOWN,STATNAME,STATIONID,PROJID,PUB
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-HARRIS,MESNWLH,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-HAAS BK,MESNWLHB,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-KAUFMANN,MESNWLK,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-LITTLE COVE,MESNWLLC,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-NUTTER INLET,MESNWLN,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-NEW HOME,MESNWLNH,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-OUTLET AT BOG RD,MESNWLOB,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-TOP BROWN AT BOG RD,MESNWLTBB,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-UPPER BROWN INLET,MESNWLUB,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-UPPER BROWN AT BOG RD,MESNWLUBB,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-UPPER NUTTER INLET,MESNWLUN,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-UPPER NUTTER INLET 2,MESNWLUN2,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-WEBSTER,MESNWLW,VLAP,LM-093
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-#16 MIDDLE SHORE PL,PEAMMAD16,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-#17 LITTLE SHORE DR,PEAMMAD17,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-A FRAME BEACH,PEAMMADAB,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-BOULDER BCH,PEAMMADBB,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-#1 EIDELWEISS DR,PEAMMADC01,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-#1A,PEAMMADC01A,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-#1B EIDELWEISS DR,PEAMMADC01B,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-#2 EIDELWEISS DR,PEAMMADC02,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-#4 MIDDLE SHORE PL,PEAMMADC04,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-#8 MIDDLE SHORE DR,PEAMMADC08,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-#13 LITTLE SHORE DR,PEAMMADC13,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-#15 LITTLE SHORE PL,PEAMMADC15,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-#15 MIDDLE SHORE PL,PEAMMADC15M,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-23 MIDDLE SHORE RD,PEAMMADC23,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-LOT 73 EIDELWEISS DR,PEAMMADC73,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-DEEP SPOT,PEAMMADD,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-EIDELWEISS BCH,PEAMMADEB,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-EIDEL BEACH PARKING,PEAMMADEBP,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-EIDEL CULVERT,PEAMMADEC,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-GENEVA BCH,PEAMMADGB,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-INLET,PEAMMADI,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-MIDDLE BEACH,PEAMMADMB,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-MIDDLE & GENEVA,PEAMMADMG,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-OUTLET,PEAMMADO,VLAP,LM-115
NHLAK600020303-06,MIDDLE PEA PORRIDGE POND,MADISON,MIDDLE PEA PORRIDGE POND-PAYNE BEACH,PEAMMADPB,VLAP,LM-115
NHIMP600030806-04,MILL BROOK - MILL BROOK POND,STRATHAM,MILL BROOK POND-DEEP SPOT,MILSTRD,VLAP,
NHIMP600030806-04,MILL BROOK - MILL BROOK POND,STRATHAM,MILL BROOK POND-INLET,MILSTRI,VLAP,
NHIMP600030806-04,MILL BROOK - MILL BROOK POND,STRATHAM,MILL BROOK POND-OUTLET,MILSTRO,VLAP,
NHLAK802010101-06-01,MILLEN POND,WASHINGTON,MILLEN POND-1 SE SHORE,MLNWAS1,VLAP,LM-095
NHLAK802010101-06-01,MILLEN POND,WASHINGTON,MILLEN POND-2 W SHORE,MLNWAS2,VLAP,LM-095
NHLAK802010101-06-01,MILLEN POND,WASHINGTON,MILLEN POND-COPPS,MLNWASCO,VLAP,LM-095
NHLAK802010101-06-01,MILLEN POND,WASHINGTON,MILLEN POND-DEEP SPOT,MLNWASD,VLAP,LM-095
NHLAK802010101-06-01,MILLEN POND,WASHINGTON,MILLEN POND-INLET,MLNWASI,VLAP,LM-095
NHLAK802010101-06-01,MILLEN POND,WASHINGTON,MILLEN POND-INLET 2,MLNWASI2,VLAP,LM-095
NHLAK802010101-06-01,MILLEN POND,WASHINGTON,MILLEN POND-LIBBEYS COTTAGE,MLNWASLC,VLAP,LM-095
NHLAK802010101-06-01,MILLEN POND,WASHINGTON,MILLEN POND-LOON ISLAND,MLNWASLI,VLAP,LM-095
NHLAK802010101-06-01,MILLEN POND,WASHINGTON,MILLEN POND-MOLONEY,MLNWASM,VLAP,LM-095
NHLAK802010101-06-01,MILLEN POND,WASHINGTON,MILLEN POND-OUTLET IN STREAM,MLNWASO,VLAP,LM-095
NHLAK802010101-06-01,MILLEN POND,WASHINGTON,MILLEN POND-PERRYS POINT INLET,MLNWASPI,VLAP,LM-095
NHLAK802010101-06-01,MILLEN POND,WASHINGTON,MILLEN POND-ROCK FERN,MLNWASRF,VLAP,LM-095
NHLAK700061102-06-01,MILLVILLE LAKE,SALEM,MILLVILLE LAKE-17 MILLVILLE CIRCLE,MILSAL17MC,VLAP,LM-191
NHLAK700061102-06-01,MILLVILLE LAKE,SALEM,MILLVILLE LAKE-CHUCKS COVE,MILSALC,VLAP,LM-191
NHLAK700061102-06-01,MILLVILLE LAKE,SALEM,MILLVILLE LAKE-CAR-MAR COVE,MILSALCMC,VLAP,LM-191
NHLAK700061102-06-01,MILLVILLE LAKE,SALEM,MILLVILLE LAKE-DEEP SPOT,MILSALD,VLAP,LM-191
NHLAK700061102-06-01,MILLVILLE LAKE,SALEM,MILLVILLE LAKE-GROVE COVE INLET,MILSALG,VLAP,LM-191
NHLAK700061102-06-01,MILLVILLE LAKE,SALEM,MILLVILLE LAKE-HITTY-TITTY BROOK,MILSALI,VLAP,LM-191
NHLAK700061102-06-01,MILLVILLE LAKE,SALEM,MILLVILLE LAKE-OUTLET,MILSALO,VLAP,LM-191
NHLAK700061102-06-01,MILLVILLE LAKE,SALEM,MILLVILLE LAKE-RIGHT OF WAY,MILSALROW,VLAP,LM-191
NHLAK700020106-02-01,MIRROR LAKE,TUFTONBORO,MIRROR LAKE-RT 109 INLET,MIRTUF109,VLAP,
NHLAK700020106-02-01,MIRROR LAKE,TUFTONBORO,MIRROR LAKE-ABENAKI LAGOON,MIRTUFAL,VLAP,
NHLAK700020106-02-01,MIRROR LAKE,TUFTONBORO,MIRROR LAKE-DEEP SPOT,MIRTUFD,VLAP,
NHLAK700020106-02-01,MIRROR LAKE,TUFTONBORO,MIRROR LAKE-EAST INLET,MIRTUFE,VLAP,
NHLAK700020106-02-01,MIRROR LAKE,TUFTONBORO,MIRROR LAKE-BACTERIA SAMPLE #01,MIRTUFEC01,VLAP,
NHLAK700020106-02-01,MIRROR LAKE,TUFTONBORO,MIRROR LAKE-BACTERIA SAMPLE #02,MIRTUFEC02,VLAP,
NHLAK700020106-02-01,MIRROR LAKE,TUFTONBORO,MIRROR LAKE-LOT 60,MIRTUFL60,VLAP,
NHLAK700020106-02-01,MIRROR LAKE,TUFTONBORO,MIRROR LAKE-OUTLET DOWNSTREAM,MIRTUFODS,VLAP,
NHLAK700020106-02-01,MIRROR LAKE,TUFTONBORO,MIRROR LAKE-WEST INLET A,MIRTUFWA,VLAP,
NHLAK700020106-02-01,MIRROR LAKE,TUFTONBORO,MIRROR LAKE-WEST INLET B,MIRTUFWB,VLAP,
NHLAK700020106-02-01,MIRROR LAKE,TUFTONBORO,MIRROR LAKE-WEST INLET C,MIRTUFWC,VLAP,
NHLAK700020106-02-01,MIRROR LAKE,TUFTONBORO,MIRROR LAKE-WAUMBECK RD,MIRTUFWR,VLAP,
NHLAK801030102-03,MIRROR LAKE,WHITEFIELD,MIRROR LAKE-DEEP SPOT,MIRWHID,VLAP,
NHLAK801030102-03,MIRROR LAKE,WHITEFIELD,MIRROR LAKE-INLET,MIRWHII,VLAP,
NHLAK801030102-03,MIRROR LAKE,WHITEFIELD,MIRROR LAKE-OUTLET,MIRWHIO,VLAP,
NHLAK600030708-02,MITIGATION BASIN 2,BRENTWOOD,MITIGATION BASIN 2-DEEP SPOT,MITBBRED,VLAP,
NHLAK600030708-03,MITIGATION WETLAND,BRENTWOOD,MITIGATION WETLAND-DEEP SPOT,MITWBRED,VLAP,
NHLAK600020604-03,MOORES POND,TAMWORTH,MOORES POND-BEACH FRONT,MOOTAMBF,VLAP,
NHLAK600020604-03,MOORES POND,TAMWORTH,MOORES POND-CAMPGROUND SHORE,MOOTAMCS,VLAP,
NHLAK600020604-03,MOORES POND,TAMWORTH,MOORES POND-DEEP SPOT,MOOTAMD,VLAP,
NHLAK600020604-03,MOORES POND,TAMWORTH,MOORES POND-INLET,MOOTAMI,VLAP,
NHLAK600020604-03,MOORES POND,TAMWORTH,MOORES POND-NORTHEAST CORNER,MOOTAMNE,VLAP,
NHLAK600020604-03,MOORES POND,TAMWORTH,MOORES POND-NORTHWEST INLET SHORE,MOOTAMNW,VLAP,
NHLAK600020604-03,MOORES POND,TAMWORTH,MOORES POND-OUTLET,MOOTAMO,VLAP,
NHLAK801060402-10,MORGAN POND,SPRINGFIELD,MORGAN POND-DEEP SPOT,MORSPRD,VLAP,
NHLAK801060402-10,MORGAN POND,SPRINGFIELD,MORGAN POND-OUTLET,MORSPRO,VLAP,
NHLAK700060602-02,MOUNT WILLIAM POND,WEARE,MOUNT WILLIAM POND-DEEP SPOT,MOUWEAD,VLAP,
NHLAK700060602-02,MOUNT WILLIAM POND,WEARE,MOUNT WILLIAM POND-INLET,MOUWEAI,VLAP,
NHLAK700060602-02,MOUNT WILLIAM POND,WEARE,MOUNT WILLIAM POND-OUTLET,MOUWEAO,VLAP,
NHLAK700060602-02,MOUNT WILLIAM POND,WEARE,MOUNT WILLIAM POND-WASON DOCK,MOUWEAW,VLAP,
NHLAK801060402-11,MOUNTAINVIEW LAKE,SUNAPEE,MOUNTAINVIEW LAKE-HAMEL BK AT 103,MOUSUN103,VLAP,LM-101
NHLAK801060402-11,MOUNTAINVIEW LAKE,SUNAPEE,MOUNTAINVIEW LAKE-12 HAMEL RD,MOUSUN12H,VLAP,LM-101
NHLAK801060402-11,MOUNTAINVIEW LAKE,SUNAPEE,MOUNTAINVIEW LAKE-CULVERT AT 111 HAMEL RD,MOUSUNC111,VLAP,LM-101
NHLAK801060402-11,MOUNTAINVIEW LAKE,SUNAPEE,MOUNTAINVIEW LAKE-COLE COTTAGE,MOUSUNCC,VLAP,LM-101
NHLAK801060402-11,MOUNTAINVIEW LAKE,SUNAPEE,MOUNTAINVIEW LAKE-CHANDLER RD,MOUSUNCHR,VLAP,LM-101
NHLAK801060402-11,MOUNTAINVIEW LAKE,SUNAPEE,MOUNTAINVIEW LAKE-DEEP SPOT,MOUSUND,VLAP,LM-101
NHLAK801060402-11,MOUNTAINVIEW LAKE,SUNAPEE,MOUNTAINVIEW LAKE-HAMEL BROOK,MOUSUNHB,VLAP,LM-101
NHLAK801060402-11,MOUNTAINVIEW LAKE,SUNAPEE,MOUNTAINVIEW LAKE-HANSE CHASE RD BROOK,MOUSUNHC,VLAP,LM-101
NHLAK801060402-11,MOUNTAINVIEW LAKE,SUNAPEE,MOUNTAINVIEW LAKE-HAMEL COVE,MOUSUNHCOVE,VLAP,LM-101
NHLAK801060402-11,MOUNTAINVIEW LAKE,SUNAPEE,MOUNTAINVIEW LAKE-MUD PD BROOK,MOUSUNM,VLAP,LM-101
NHLAK801060402-11,MOUNTAINVIEW LAKE,SUNAPEE,MOUNTAINVIEW LAKE-MOUTH OF HAMEL,MOUSUNMH,VLAP,LM-101
NHLAK801060402-11,MOUNTAINVIEW LAKE,SUNAPEE,MOUNTAINVIEW LAKE-MT VIEW SHORES BEACH,MOUSUNMVSB,VLAP,LM-101
NHLAK801060402-11,MOUNTAINVIEW LAKE,SUNAPEE,MOUNTAINVIEW LAKE-NORTH BROOK,MOUSUNN,VLAP,LM-101
NHLAK801060402-11,MOUNTAINVIEW LAKE,SUNAPEE,MOUNTAINVIEW LAKE-NORTH HAMEL RD INLET,MOUSUNNHI,VLAP,LM-101
NHLAK801060402-11,MOUNTAINVIEW LAKE,SUNAPEE,MOUNTAINVIEW LAKE-N HAMEL RD IN LAKE,MOUSUNNHINL,VLAP,LM-101
NHLAK801060402-11,MOUNTAINVIEW LAKE,SUNAPEE,MOUNTAINVIEW LAKE-OUTLET,MOUSUNO,VLAP,LM-101
NHLAK801060402-11,MOUNTAINVIEW LAKE,SUNAPEE,MOUNTAINVIEW LAKE-ROUTE 103 INLET,MOUSUNR,VLAP,LM-101
NHLAK801060402-11,MOUNTAINVIEW LAKE,SUNAPEE,MOUNTAINVIEW LAKE-SUNNYSIDE DR,MOUSUNSSD,VLAP,LM-101
NHLAK700030102-05,MUD POND,DUBLIN,MUD POND-BONNIES BROOK,MUDDUBB,VLAP,
NHLAK700030102-05,MUD POND,DUBLIN,MUD POND-CENTER BROOK,MUDDUBC,VLAP,
NHLAK700030102-05,MUD POND,DUBLIN,MUD POND-DEEP SPOT,MUDDUBD,VLAP,
NHLAK700030102-05,MUD POND,DUBLIN,MUD POND-GOLDMINE INLET,MUDDUBG,VLAP,
NHLAK700030102-05,MUD POND,DUBLIN,MUD POND-STANLEY BROOK,MUDDUBS,VLAP,
NHIMP700040402-02,NASHUA RIVER - MINE FALLS DAM POND,NASHUA,MINE FALLS POND- DW SITE 1,MINNASDW1,VLAP,
NHIMP700040402-02,NASHUA RIVER - MINE FALLS DAM POND,NASHUA,MINE FALLS POND- DW SITE 2,MINNASDW2,VLAP,
NHIMP700040402-02,NASHUA RIVER - MINE FALLS DAM POND,NASHUA,MINE FALLS POND- DW SITE 3,MINNASDW3,VLAP,
NHIMP700040402-02,NASHUA RIVER - MINE FALLS DAM POND,NASHUA,MINE FALLS POND- DW SITE 4,MINNASDW4,VLAP,
NHIMP700040402-02,NASHUA RIVER - MINE FALLS DAM POND,NASHUA,MINE FALLS POND- DW SITE 5,MINNASDW5,VLAP,
NHIMP700040402-02,NASHUA RIVER - MINE FALLS DAM POND,NASHUA,MINE FALLS POND- DW SITE 6,MINNASDW6,VLAP,
NHIMP700040402-03,NASHUA RIVER - NASHUA CANAL DIKE,NASHUA,MINE FALLS POND-DEEP SPOT,MINNASD,VLAP,
NHLAK700060201-03,NEW POND,CANTERBURY,NEW POND-BEACH 1,NEWCNTB1,VLAP,LM-102
NHLAK700060201-03,NEW POND,CANTERBURY,NEW POND-BEACH 2,NEWCNTB2,VLAP,LM-102
NHLAK700060201-03,NEW POND,CANTERBURY,NEW POND-3RD BEACH,NEWCNTB3,VLAP,LM-102
NHLAK700060201-03,NEW POND,CANTERBURY,NEW POND-BEACH 4,NEWCNTB4,VLAP,LM-102
NHLAK700060201-03,NEW POND,CANTERBURY,NEW POND-BLUE BOAR,NEWCNTBB,VLAP,LM-102
NHLAK700060201-03,NEW POND,CANTERBURY,NEW POND-BLUE BOAR #1,NEWCNTBB1,VLAP,LM-102
NHLAK700060201-03,NEW POND,CANTERBURY,NEW POND-BLUE BOAR #2,NEWCNTBB2,VLAP,LM-102
NHLAK700060201-03,NEW POND,CANTERBURY,NEW POND-BLUE BOAR #3,NEWCNTBB3,VLAP,LM-102
NHLAK700060201-03,NEW POND,CANTERBURY,NEW POND-DEEP SPOT,NEWCNTD,VLAP,LM-102
NHLAK700060201-03,NEW POND,CANTERBURY,NEW POND-OUTLET,NEWCNTO,VLAP,LM-102
NHLAK700060201-03,NEW POND,CANTERBURY,NEW POND-SHAKER RD,NEWCNTSR,VLAP,LM-102
NHIMP700030202-02,NORTH BRANCH - ROBB RESERVOIR,STODDARD,ROBB RESERVOIR-DEEP SPOT,ROBSTDD,VLAP,
NHIMP700030202-02,NORTH BRANCH - ROBB RESERVOIR,STODDARD,ROBB RESERVOIR-OUTLET,ROBSTDO,VLAP,
NHIMP700030202-02,NORTH BRANCH - ROBB RESERVOIR,STODDARD,ROBB RESERVOIR-ROBB MTN INLET,ROBSTDRMI,VLAP,
NHIMP700030202-02,NORTH BRANCH - ROBB RESERVOIR,STODDARD,ROBB RESERVOIR-RYE POND INLET,ROBSTDRPI,VLAP,
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-RTE 4 W INLET,NORNOR1,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-PLEASANT PD INLET (BAKER AVE),NORNOR10,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-HORSE FARM,NORNOR11,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-GULF BROOK,NORNOR12,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-LYNN GROVE BEACH,NORNOR13,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-PINE POINT,NORNOR14,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-RTE 4 E INLET,NORNOR2,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-RT 4 EAST INLET UPSTREAM,NORNOR2UP,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-FLAT MEADOWS BROOK INLET,NORNOR3,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-FLAT MEADOWS BK UPSTREAM,NORNOR3UP,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-BRIDGE INLET,NORNOR4,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-LOWER WTC INLET,NORNOR5,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-ESTHER LANE DOCKS,NORNOR6,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-TOWN BEACH COVE,NORNOR7,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-TOWN BEACH,NORNOR8,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-RT 107 INLET (SLEEPY HOLLOW),NORNOR9,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-59 OLD DUMP RD,NORNORAT,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-BAKER AVE,NORNORBA,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-BOAT LAUNCH,NORNORBL,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-BLODGETT,NORNORBLOD,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-STATION 1 DEEP SPOT,NORNORED,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-HODGSON,NORNORHOD,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-LYNN GROVE INLET,NORNORLG,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-LYNN GROVE SOURCE,NORNORLG1,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-LYNN GROVE A,NORNORLGA,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-113 LAKE SHORE DR,NORNORLS,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-OUTLET,NORNORO,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-OLD DUMP RD,NORNORODR,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-TASKER WELL CULVERT,NORNORTAS,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-TASKER,NORNORTASK,VLAP,LM-103
NHLAK700060502-08-01,NORTHWOOD LAKE,NORTHWOOD,NORTHWOOD LAKE-TASKER SHORE DR,NORNORTSR,VLAP,LM-103
NHLAK700030107-02-01,NORWAY POND,HANCOCK,NORWAY POND-BOAT LAUNCH,NORHANBL,VLAP,LM-104
NHLAK700030107-02-01,NORWAY POND,HANCOCK,NORWAY POND-DEEP SPOT,NORHAND,VLAP,LM-104
NHLAK700030107-02-01,NORWAY POND,HANCOCK,NORWAY POND-MOOSE BROOK,NORHANM,VLAP,LM-104
NHLAK700030107-02-01,NORWAY POND,HANCOCK,NORWAY POND-OUTLET,NORHANO,VLAP,LM-104
NHLAK700030107-02-01,NORWAY POND,HANCOCK,NORWAY POND-TOWN BEACH,NORHANTB,VLAP,LM-104
NHLAK700030103-07,NUBANUSIT LAKE,HANCOCK,NUBANUSIT LAKE-DEEP SPOT,NUBNELD,VLAP,LM-105
NHLAK700030103-07,NUBANUSIT LAKE,HANCOCK,NUBANUSIT LAKE-DALOZ COVE,NUBNELDC,VLAP,LM-105
NHLAK700030103-07,NUBANUSIT LAKE,HANCOCK,NUBANUSIT LAKE-HANCOCK LANDING,NUBNELH,VLAP,LM-105
NHLAK700030103-07,NUBANUSIT LAKE,HANCOCK,NUBANUSIT LAKE-LOT 10 INLET,NUBNELL,VLAP,LM-105
NHLAK700030103-07,NUBANUSIT LAKE,HANCOCK,NUBANUSIT LAKE-OUTLET IN STREAM,NUBNELO,VLAP,LM-105
NHLAK700030103-07,NUBANUSIT LAKE,HANCOCK,NUBANUSIT LAKE-SPOONWOOD DAM,NUBNELS,VLAP,LM-105
NHLAK700030103-07,NUBANUSIT LAKE,HANCOCK,NUBANUSIT LAKE-SHADRACK PD BROOK,NUBNELSP,VLAP,LM-105
NHLAK700060803-01,NUTT POND,MANCHESTER,NUTT POND-DEEP SPOT,NUTMAND,VLAP,LM-106
NHLAK700060803-01,NUTT POND,MANCHESTER,NUTT POND-INLET AT HOME DEPOT,NUTMANI1,VLAP,LM-106
NHLAK700060803-01,NUTT POND,MANCHESTER,NUTT POND-INLET,NUTMANI2,VLAP,LM-106
NHLAK700060803-01,NUTT POND,MANCHESTER,NUTT POND-OUTLET,NUTMANO,VLAP,LM-106
NHLAK600030703-03-01,ONWAY LAKE,RAYMOND,ONWAY LAKE-DEEP SPOT,ONWRAYD,VLAP,LM-107
NHLAK600030703-03-01,ONWAY LAKE,RAYMOND,ONWAY LAKE-INLET,ONWRAYI,VLAP,LM-107
NHLAK600030703-03-01,ONWAY LAKE,RAYMOND,ONWAY LAKE-ISLAND ROAD,ONWRAYIR,VLAP,LM-107
NHLAK600030703-03-01,ONWAY LAKE,RAYMOND,ONWAY LAKE-NO NAME INLET,ONWRAYN,VLAP,LM-107
NHLAK600030703-03-01,ONWAY LAKE,RAYMOND,ONWAY LAKE-DAM OUTLET,ONWRAYO,VLAP,LM-107
NHLAK600030703-03-01,ONWAY LAKE,RAYMOND,ONWAY LAKE-SANDY COVE,ONWRAYSA,VLAP,LM-107
NHLAK600030703-03-01,ONWAY LAKE,RAYMOND,ONWAY LAKE-SEANNIKKI,ONWRAYSE,VLAP,LM-107
NHLAK700020201-06-01,OPECHEE BAY,LACONIA,OPECHEE BAY-DEEP SPOT,OPELACD,VLAP,LM-189
NHLAK700010701-03,ORANGE POND,ORANGE,ORANGE POND-DEEP SPOT,ORAORAD,VLAP,
NHLAK700010701-03,ORANGE POND,ORANGE,ORANGE POND-INLET,ORAORAI,VLAP,
NHLAK700010701-03,ORANGE POND,ORANGE,ORANGE POND-OUTLET,ORAORAO,VLAP,
NHLAK600020802-04-01,OSSIPEE LAKE,OSSIPEE,OSSIPEE LAKE-DEEP SPOT,OSSOSSD,VLAP,LM-108
NHLAK700030105-02-01,OTTER LAKE,GREENFIELD,OTTER LAKE-DEEP SPOT,OTTGRED,VLAP,
NHLAK700030105-02-01,OTTER LAKE,GREENFIELD,OTTER LAKE-INLET,OTTGREI,VLAP,
NHLAK700030105-02-01,OTTER LAKE,GREENFIELD,OTTER LAKE-OUTLET,OTTGREO,VLAP,
